name,good,good_tfidf,normal,normal_tfidf,bad,bad_tfidf
兄弟大飯店 (Brother Hotel)_早餐,"['飯店', '早餐', '餐廳', '房間', '好吃', '飲茶', '服務', '交通', '住宿', '舒適', '捷運站', '人員', '自助式', '乾淨', '老牌', '兄弟', '選擇', '冰箱', '體驗', '用餐']","[0.432583   0.25669273 0.20375396 0.18361874 0.160623   0.15010771
 0.14622131 0.13055546 0.1294101  0.12368412 0.12340781 0.11646909
 0.11584647 0.11299988 0.11293488 0.10721979 0.10303522 0.09538876
 0.09255093 0.08737616]","['飯店', '早餐', '服務', '房間', '餐廳', '人員', '兄弟', '交通', '好吃', '飲茶', '乾淨', '選擇', '地點', '巨蛋', '舒適', '捷運站', '捷運', '親切', '相當', '港式']","[0.50657701 0.24390745 0.21596334 0.1795696  0.15800029 0.14971383
 0.14680322 0.14304554 0.14259858 0.13625568 0.12454911 0.12340605
 0.118493   0.11384389 0.10609739 0.10552457 0.10275716 0.10204739
 0.10097284 0.09083712]","['座位', '飯店', '天花板', '建議', '早餐', '房間', '用餐', '離開', '泡澡', '飲料', '洗澡', '因為', '乾淨', '觸電', '止滑墊', '空曠處', '別選', '兄弟', '占好', '疲勞']","[0.27408728 0.25911868 0.19097567 0.17199377 0.17105944 0.15984468
 0.15589788 0.13030603 0.12731711 0.11948643 0.10729486 0.10603701
 0.09625805 0.09472311 0.09472311 0.09472311 0.09472311 0.09472311
 0.09472311 0.09472311]"
板橋凱撒大飯店 (Caesar Park Hotel Banqiao)_早餐,"['飯店', '房間', '服務', '板橋', '頂樓', '舒適', '人員', '泳池', '早餐', '住宿', '親切', '乾淨', '重鹹', '過於', '超棒', '無法', '升級', '菁英', '環境', '禮貌']","[0.38926653 0.18785016 0.18511877 0.18362747 0.17459961 0.17398476
 0.16383548 0.16337846 0.12499136 0.12287661 0.11802444 0.11294199
 0.11030187 0.11030187 0.10327139 0.09802708 0.09802708 0.09049477
 0.08404415 0.07988158]","['飯店', '板橋', '房間', '服務', '泳池', '頂樓', '人員', '入住', '交通', '地點', '電梯', '早餐', '大廳', '沒有', '舒適', '耶誕城', '停車場', '暖氣', '應該', '住宿']","[0.37068205 0.24098655 0.19447784 0.19048109 0.18411896 0.15549422
 0.14725418 0.12320639 0.11833604 0.11147905 0.09976401 0.09928983
 0.09851222 0.09502634 0.09113742 0.08853086 0.08654051 0.0854602
 0.08478747 0.0846276 ]","['飯店', '板橋', '沒有', '服務', '人員', '墾丁', '星級', '王姓', '年夜飯', '凱撒大', '規定', '房間', '或許', '硬體', '早餐', '我們', '應該', '訓練', '櫃檯', '咖啡機']","[0.32879593 0.21156161 0.198599   0.17467284 0.17162831 0.1502428
 0.13403753 0.12240893 0.12240893 0.1126821  0.1126821  0.10865735
 0.10590113 0.09849958 0.09044062 0.08423893 0.08134739 0.07996291
 0.07853658 0.07572787]"
德立莊酒店 (Hotel Midtown Richardson)_早餐,"['早餐', '勾選', '不二', '住宿', '首選', '相當', '未來', '不錯', '餐飲', '最佳', '座位', '整體', '豪華', '位置', '飯店', '房間', '超棒', '乾淨', '交通', '商圈']","[0.34468732 0.25200695 0.20532033 0.2033133  0.18675674 0.17803492
 0.1684506  0.14147196 0.13672462 0.1300027  0.12600348 0.12452024
 0.1242446  0.11961445 0.11660171 0.11655728 0.10984772 0.10901061
 0.10795408 0.10368998]","['早餐', '房間', '西門町', '飯店', '地點', '位置', '酒店', '入住', '選擇', '出口', '沒有', '不錯', '住宿', '服務', '整體', '乾淨', '電梯', '交通', '因為', '隔音']","[0.38623475 0.32281652 0.25522033 0.20494089 0.14012515 0.13497048
 0.11647892 0.11411179 0.10369075 0.0997823  0.09699268 0.09508402
 0.09302328 0.09073056 0.08890996 0.08527134 0.08315985 0.08289147
 0.08169737 0.07916833]","['早餐', '飯店', '人員', '房間', '服務', '位置', '嚴重', '明顯', '屋頂', '電腦', '不佳', '菜色', '入住', '外邊', '你們', '味道', '房型', '西門町', '沒有', '整理']","[0.28124766 0.24283733 0.21348842 0.20273829 0.19171368 0.12882792
 0.12559719 0.12433231 0.11948152 0.11488161 0.11286748 0.11140613
 0.10773412 0.10150963 0.10139424 0.10096742 0.09892699 0.09801889
 0.09101373 0.08840421]"
大倉久和大飯店 (The Okura Prestige Taipei Hotel)_早餐,"['服務', '早餐', '飯店', '好吃', '房間', '溫暖', '入住', '人員', '乾淨', '泳池', '舒服', '精緻', '設施', '貼心', '親切', '大倉', '體驗', '驚喜', '豐富', '舒適']","[0.35038774 0.27297719 0.25406657 0.21770265 0.1880353  0.18288644
 0.17956705 0.14908813 0.14616992 0.14272537 0.12794901 0.11655273
 0.11527559 0.1083473  0.10740069 0.10408616 0.0995159  0.09881886
 0.09554104 0.09499431]","['服務', '飯店', '日式', '早餐', '房間', '餐點', '人員', '用餐', '不錯', '鳳梨酥', '舒服', '餐廳', '舒適', '大倉久', '部份', '好吃', '地點', '整體', '時間', '手冊']","[0.28708642 0.27502537 0.27057071 0.23458047 0.22325346 0.18581814
 0.14865301 0.12824761 0.12760029 0.11764231 0.11308924 0.10479888
 0.1034171  0.09293472 0.09079112 0.08942411 0.08325182 0.08294616
 0.08127336 0.07169568]","['服務', '門房', '硬體', '房務', '設施', '餐廳', '早餐', '幫忙', '住宿', '體驗', '好吃', '贈送', '解說本', '龜裂', '翻爛', '失禮', '稀釋', '支援', '淋浴間', '散漫']","[0.27713919 0.2290164  0.22772414 0.22448044 0.20174566 0.18594443
 0.17424365 0.16954422 0.16040866 0.15879986 0.13985142 0.13586546
 0.13586546 0.13586546 0.13586546 0.13586546 0.13586546 0.12898996
 0.12898996 0.12898996]"
台北花園大酒店 (Taipei Garden Hotel)_早餐,"['零食', '飯店', '房間', '智能', '西門町', '早餐', '乾淨', '糖果', '花園', '服務', '小朋友', '好吃', '住宿', '舒適', '小美犀', '管家', '聲控', '舒服', '設備', '浴缸']","[0.30409301 0.28295779 0.27287769 0.18713416 0.16065354 0.15763939
 0.15600867 0.15456312 0.14716114 0.14008333 0.13578893 0.12931133
 0.11807411 0.11755178 0.1097647  0.1097647  0.1097647  0.09499917
 0.09472327 0.08934902]","['早餐', '飯店', '房間', '服務', '晚餐', '糖果', '智能', '入住', '人員', '乾淨', '好吃', '免費', '不錯', '舒適', '二食', '拖鞋', '沒有', '餅乾', '領取', '住宿']","[0.32668476 0.25830888 0.17586379 0.17489957 0.16932754 0.16573773
 0.14246725 0.12569778 0.12492104 0.11954614 0.11548456 0.11450403
 0.11279486 0.1120745  0.11049182 0.10363621 0.10127592 0.09497817
 0.09298066 0.0896596 ]","['飯店', '我們', '早餐', '房間', '辦法', '冰箱', '處理', '解決', '沒有', '冷藏', '濃縮', '人員', '餐盒', '發現', '排隊', '入坐', '提供', '選擇', '舒適', '花園']","[0.31311052 0.25670484 0.24115306 0.16555806 0.14733807 0.14438348
 0.13825302 0.13153416 0.12741033 0.1144603  0.1144603  0.11440847
 0.1074501  0.10518175 0.10422211 0.10201256 0.10147852 0.09180686
 0.09084177 0.09055957]"
OwlStay Flip Flop Hostel Garden_早餐,"['廚房', '早餐', '住宿', '空間', '舒適', '公共', '規劃', '煮食', '上下舖', '提供', '整體', '好吃', '整潔度', '包含', '乾淨', '加價', '壓迫感', '不會', '沒有', '中山']","[0.44768656 0.27721954 0.20840469 0.17511007 0.17024227 0.1373036
 0.12300761 0.11922357 0.11922357 0.11891579 0.11782015 0.11704552
 0.11510217 0.10625782 0.10314505 0.0977175  0.09432821 0.08871202
 0.08637206 0.08624523]","['早餐', '沒有', '房間', '文青', '廚房', '旅館', '供應', '書店', '這裡', '夾腳', '民宿', '台北', '乾淨', '空間', '耳塞', '交誼廳', '熱水', '喜歡', '兌換', '好吃']","[0.2956652  0.14499984 0.13733976 0.12894805 0.12894805 0.11741264
 0.11508171 0.11380924 0.11164473 0.10488499 0.10488499 0.10461422
 0.10113873 0.09872187 0.09846123 0.09550328 0.09298921 0.09225687
 0.08940745 0.0888205 ]","['公設', '附帶', '餐卷', '落塵區', '兌換', '單有', '實用', '不太', '垃圾桶', '單人房', '房間', '蟑螂', '早餐', '對於', '算是', '沒有', '體驗', '灰塵', '相當', '好吃']","[0.42776395 0.26095402 0.26095402 0.2449717  0.2449717  0.2449717
 0.23257485 0.21388197 0.19992008 0.19406672 0.188725   0.16458741
 0.15708468 0.14542963 0.14542963 0.14523917 0.14316175 0.13686572
 0.1349162  0.12607929]"
"台北時代寓所 (Hotel Resonance Taipei, Tapestry Collection by Hilton)_早餐","['星巴克', '飯店', '早餐', '點數', '入住', '房間', '設計', '大廳', '設備', '新穎', '捷運站', '設計感', '台北', '服務', '特色', '推薦', '飲品', '整體', '麥當勞', '舒適']","[0.5113132  0.35132597 0.17731473 0.15212268 0.11809734 0.1124243
 0.10820986 0.10684925 0.10068587 0.09395135 0.08865582 0.08712301
 0.08700799 0.0866621  0.08343766 0.08309158 0.07968994 0.07473194
 0.0744879  0.07404526]","['星巴克', '飯店', '房間', '點數', '早餐', '香氛', '設計', '服務', '阜杭', '入住', '善導寺', '舒適', '櫃檯', '住宿', '人員', '整體', '加床', '出來', '香水味', '茶香']","[0.45661862 0.3256498  0.16834657 0.16092073 0.15757248 0.12856458
 0.12541231 0.12091702 0.12069055 0.1194893  0.11458297 0.1136415
 0.10760675 0.10331045 0.10160507 0.09694693 0.08570972 0.08503332
 0.08046036 0.08046036]","['一下子', '看見', '真美', '真的', '真棒', '真心', '真實', '看錯', '看過', '看近', '看起來', '看完', '相當', '看出來', '看來', '看似', '看不到', '看不了', '省錢', '相關']",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
福容大飯店 - 福隆 (Fullon Hotel Fulong)_早餐,"['飯店', '田園', '渡假村', '沙灘', '兒童', '浴場', '早餐', '餐廳', '渡假', '口味', '菜色', '風景', '家人', '服務', '享受', '游泳池', '家庭', '適合', '超棒', '親切']","[0.21483524 0.1625104  0.1625104  0.1625104  0.14797425 0.13852927
 0.13336602 0.11009587 0.10921493 0.10921493 0.10682795 0.10459508
 0.10459508 0.09876104 0.09687488 0.09518687 0.09518687 0.0947364
 0.09444923 0.09444923]","['飯店', '沙灘', '設施', '好吃', '親子', '房間', '不錯', '福隆', '度假', '早餐', '晚餐', '餐點', '服務', '浴場', '粵樓', '餐廳', '海水', '空間', '兒童', '黑輪']","[0.33803618 0.24321356 0.19612808 0.17718571 0.16711801 0.16604577
 0.16224277 0.16214237 0.16214237 0.15153346 0.14433108 0.14418303
 0.1341725  0.1339212  0.1339212  0.1208142  0.11692506 0.11509346
 0.11338776 0.10331522]","['晚餐', '兒童', '粵樓', '福隆', '冷水', '房間', '家庭', '美味', '一點', '活動', '服務', '飯店', '這麼', '親子', '還是', '雙人', '住宿', '單點', '多樣化', '套票']","[0.25215572 0.17924618 0.15914891 0.15109514 0.14451474 0.14304213
 0.13738686 0.12988056 0.12614559 0.11949745 0.11594033 0.11594033
 0.11144369 0.10911434 0.10768834 0.09762061 0.09394906 0.0920831
 0.0920831  0.0920831 ]"
西門日記 - 六福館 (Diary of Ximen Hotel II-Liu Fu Branch)_早餐,"['包車', '接送', '對比', '柜台', '保險箱', '質疑', '四樓', '早餐', '樂於', '吵鬧', '場所', '多樣化', '娛樂', '便捷', '房間', '預約', '餐廳', '裝修', '看起來', '提供']","[0.20055078 0.20055078 0.20055078 0.20055078 0.20055078 0.20055078
 0.19181651 0.18466714 0.18443179 0.16734497 0.16734497 0.16277906
 0.16277906 0.1586107  0.15611467 0.15477619 0.15244579 0.15122598
 0.15122598 0.1496276 ]","['早餐', '豐盛', '房間', '便宜', '浴缸', '天天', '还会', '普通點', '菜单', '东西', '價位', '復雜', '多半', '閒人', '娛樂場', '壓強', '舒適', '洛陽', '愛心', '遊藝']","[0.4066864  0.20377149 0.19496515 0.17621434 0.14144836 0.138639
 0.138639   0.138639   0.138639   0.138639   0.12848298 0.1276225
 0.1276225  0.1276225  0.1276225  0.1276225  0.12306412 0.11980617
 0.11980617 0.11980617]","['早餐', '夜燈', '豐盛', '房間', '不錯', '對於', '冷氣機', '調式', '算不錯', '洗頭', '來來', '散開', '模糊', '衣機', '便宜', '飲料機', '外國', '日間', '明確', '漂白水']","[0.32559799 0.27044682 0.24625602 0.22818869 0.20530935 0.15071997
 0.13522341 0.13522341 0.12694155 0.12694155 0.12694155 0.12694155
 0.12694155 0.12694155 0.12130845 0.12051765 0.12051765 0.12051765
 0.12051765 0.12051765]"
怡品商旅 (Eastin-Taipei Hotel)_早餐,"['歐舒丹', '單人', '風機', '房間', '公共', '東區', '毛巾', '電視', '健身房', '衛浴', '早餐', '沒有', '單人房', '俱全', '乾淨', '選擇', '空間', '住宿', '整潔讚', '咖啡']","[0.22956852 0.22475533 0.19617647 0.18684009 0.18608997 0.1518619
 0.1447914  0.13923617 0.13588595 0.12845431 0.1178731  0.11706156
 0.11114291 0.10859355 0.10650994 0.10645581 0.10547988 0.10139393
 0.10112624 0.09994818]","['早餐', '送到', '忠孝', '房間', '咖啡', '單人房', '東區', '服務', '餅乾', '研磨', '潔淨', '選擇', '貼心', '歐舒丹', '中式', '發生', '休憩區', '旅館', '交通', '共享']","[0.2085169  0.20717844 0.19229306 0.18564528 0.17388903 0.1713133
 0.14753596 0.14286647 0.13964901 0.13201168 0.12848497 0.12468188
 0.12234114 0.12152179 0.11732094 0.11496829 0.1140791  0.11336382
 0.1096392  0.10830611]","['潤絲精', '摩斯', '立鏡', '早餐', '化妝', '聽見', '配合', '顧客', '桌面', '旁邊', '專業', '頭髮', '早上', '優點', '聲音', '建議', '設備', '隔音', '乾淨', '不錯']","[0.33064231 0.33064231 0.33064231 0.29855169 0.29468443 0.26160008
 0.24589263 0.22220778 0.21280828 0.18139338 0.18139338 0.17863257
 0.17094585 0.15974901 0.15770853 0.15009119 0.11633323 0.11413332
 0.11200007 0.10040267]"
Hotel PaPa Whale_早餐,"['早餐', '火鍋', '工業風', '裝潢', '飯店', '風格', '房間', '特別', '西門町', '住宿', '入住', '雖然', '餐廳', '環境', '服務', '購買', '設計', '俱全', '特色', '停車']","[0.3570687  0.33380332 0.21396818 0.21250352 0.17255731 0.15290964
 0.15093011 0.14103965 0.13894212 0.12285959 0.11890965 0.11820344
 0.11053731 0.1080418  0.09519075 0.0944239  0.09338928 0.08772227
 0.08401157 0.08385038]","['火鍋', '早餐', '房間', '飯店', '工業風', '特色', '裝潢', '風格', '設計', '空間', '特別', '西門町', '不錯', '入住', '工業', '整體', '隔音', '打狗霸', '乾淨', '舒適']","[0.55362713 0.33352048 0.24603399 0.2191706  0.16916385 0.15332762
 0.11721934 0.10899907 0.10665391 0.10454359 0.10339652 0.09641941
 0.08842262 0.0837569  0.08284491 0.07817122 0.07443998 0.07298731
 0.07028633 0.07028633]","['火鍋', '早餐', '西門', '房間', '地下室', '三樓', '包含', '書桌', '沒想到', '工業風', '選擇', '風格', '工作', '註明', '價格', '網站', '人員', '隔音', '便宜', '冰箱']","[0.55389484 0.36612508 0.13048737 0.13033207 0.12046084 0.12046084
 0.1152146  0.1152146  0.11077897 0.11077897 0.10840951 0.10354748
 0.1019401  0.10051577 0.09986804 0.09777325 0.09649891 0.09331063
 0.09093845 0.08524713]"
臺北摩莎精品旅店 (Taipei M Hotel - Main Station)_早餐,"['飯店', '體驗', '早餐', '隱藏版', '應變', '放便', '地鐵站', '住宿', '西門町', '地鐵', '任飲', '休息室', '貼身', '出乎', '格音', '老公', '軟硬度', '相較', '喜好', '我們']","[0.25884086 0.18828819 0.17853773 0.17724966 0.17724966 0.17724966
 0.17724966 0.17551701 0.17368093 0.16316508 0.15317192 0.15317192
 0.15317192 0.15317192 0.15317192 0.14542062 0.14542062 0.14542062
 0.14542062 0.13975328]","['早餐', '飲料', '供應', '洗衣', '房間', '小時', '服務', '車站', '酒店', '無限', '飲料機', '乾淨', '沒有', '設備', '免費', '這些', '空間', '飲品', '自助', '人員']","[0.26654835 0.25289837 0.22370784 0.2143234  0.20764749 0.20373694
 0.17577851 0.14390062 0.12308867 0.12114227 0.12114227 0.11468568
 0.10249666 0.1007944  0.10043299 0.09580846 0.09138375 0.09134774
 0.08831372 0.08056609]","['設備', '房間', '霉味', '飲水機', '飯店', '北車', '八樓', '肥皂', '親切', '門口', '茶包', '維護', '因為', '住宿', '服務', '走路', '內部', '設施', '櫃檯', '茶點']","[0.22361827 0.1969929  0.19048226 0.17905599 0.173862   0.17046915
 0.16184252 0.16184252 0.15043537 0.14943355 0.13911895 0.12490287
 0.10164017 0.10063164 0.09934972 0.09664709 0.09664709 0.09492316
 0.09492316 0.0907954 ]"
台北凱撒大飯店 (Caesar Park Hotel)_早餐,"['牛肉湯', '走到', '捷運', '早餐', '東路', '現燙', '鮮嫩', '試試', '溫體', '一再', '搭乘', '住宿點', '完整性', '為之', '房間', '一點', '不至於', '人數', '馬虎', '寧夏']","[0.30080227 0.25099752 0.18519263 0.18465247 0.16875333 0.16875333
 0.16875333 0.15841791 0.15841791 0.15841791 0.15841791 0.15841791
 0.15841791 0.15841791 0.15610227 0.1550736  0.15040113 0.15040113
 0.15040113 0.14385095]","['飯店', '早餐', '服務', '紅茶', '嚴重', '房間', '疫情', '年代', '糟糕', '台北', '熱水', '車站', '沒有', '加購', '百貨', '加分', '差額', '三星', '配料', '水源']","[0.29635324 0.20374285 0.15990031 0.15112303 0.14021472 0.13192355
 0.12519493 0.12386279 0.11238743 0.10048859 0.1004873  0.09599478
 0.09496469 0.09173697 0.08851697 0.08290747 0.08208406 0.08208406
 0.08208406 0.08208406]","['櫃檯', '入住', '飯店', '早餐', '霉味', '設施', '分鐘', '毛毯', '壓縮機', '沒有', '房間', '運轉', '火腿', '感應', '堅持', '感冒', '變化', '牆面', '服務', '浴室']","[0.19804149 0.1455998  0.13818451 0.13303456 0.13246992 0.13202766
 0.1266155  0.1262864  0.1262864  0.12300263 0.12177574 0.1185519
 0.1185519  0.11255255 0.11255255 0.11255255 0.10765073 0.10765073
 0.10363838 0.10237872]"
城市商旅站前館 (City Suites - Main station)_早餐,"['代買', '伴手禮', '按摩', '房間', '預約', '舒適', '熱心', '很近', '機場', '飯店', '價位', '新穎', '浴缸', '超高', '感覺', '捷運', '滿意', '台北', '提供', '位置']","[0.35826777 0.31804489 0.30796503 0.27888625 0.27649516 0.22960124
 0.22053218 0.22053218 0.21394586 0.21256577 0.19677248 0.19421766
 0.18698125 0.18469898 0.15151403 0.14704798 0.14560963 0.13489818
 0.13364881 0.109029  ]","['滿清楚', '品嚐', '北門站', '訪客', '談話聲', '寧夏', '偶爾', '齊全', '客服', '房間', '一點點', '房門', '穩定', '居住', '夜市', '供應', '隔音', '熱情', '設備', '唯獨']","[0.26109412 0.24788139 0.23708581 0.23708581 0.23708581 0.22795827
 0.2130775  0.20348165 0.1828306  0.18209504 0.17900916 0.17900916
 0.17203502 0.1688336  0.16015295 0.15258371 0.15216611 0.15026138
 0.13749704 0.13614464]","['一下子', '看見', '真美', '真的', '真棒', '真心', '真實', '看錯', '看過', '看近', '看起來', '看完', '相當', '看出來', '看來', '看似', '看不到', '看不了', '省錢', '相關']",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
富裕自由商旅 - 忠孝館 (RF Hotel)_早餐,"['相當', '好吃', '商旅', '早餐', '乾淨', '服務', '房間', '生活', '環境', '櫃檯', '短期', '人員', '旅行', '態度', '台北', '接到', '原來', '僑安', '健保卡', '停到']","[0.25876984 0.215757   0.19363737 0.18787329 0.169762   0.16695013
 0.15882511 0.15558769 0.15159114 0.14926385 0.1492143  0.1477557
 0.14621004 0.14224189 0.13828358 0.13735747 0.13735747 0.13735747
 0.13735747 0.13735747]","['早餐', '房間', '粵軒', '好吃', '乾淨', '價格', '服務', '餐點', '豐盛', '外面', '地點', '迷你', '合宜', '不錯', '設備', '旅客', '位置', '空間', '提前', '飯店']","[0.33165108 0.23311044 0.20054505 0.19296948 0.18883203 0.18356184
 0.16743448 0.15422285 0.15159807 0.13249145 0.13065469 0.11672905
 0.11672905 0.11337956 0.10561077 0.10217394 0.09962999 0.09575044
 0.08982586 0.0872766 ]","['早餐', '蚊子', '地點', '房間', '菜色', '有點', '乾淨', '缺點', '開關門聲', '攻擊', '中上', '看近', '性價', '經濟實惠', '考量', '打死', '中等', '夜間', '購物區', '腳程']","[0.36259107 0.27620693 0.26455877 0.22587958 0.15958599 0.15135609
 0.1360241  0.13460817 0.13385504 0.13385504 0.13385504 0.13385504
 0.12934346 0.125657   0.125657   0.11929809 0.11929809 0.11929809
 0.11929809 0.11929809]"
國聯大飯店 (United Hotel)_早餐,"['飯店', '服務', '地點', '餐飲', '大巨蛋', '早餐', '房間', '舒適', '人員', '交通', '便利', '超所值', '乾淨', '親切', '東區', '不錯', '大樓', '捷運站', '品質', '當天']","[0.32696533 0.30061582 0.24583782 0.21048995 0.20486681 0.19899456
 0.16822685 0.16619719 0.15650219 0.14542254 0.13046975 0.12162101
 0.10788669 0.1056953  0.10254992 0.10209307 0.10007071 0.09949555
 0.08752053 0.08521662]","['早餐', '飯店', '服務', '房間', '人員', '位置', '地點', '好吃', '不錯', '交通', '乾淨', '舒適', '餐廳', '國父紀念館', '入住', '國聯', '親切', '捷運', '住宿', '選擇']","[0.40939272 0.33336264 0.2580578  0.24472739 0.16970303 0.16690693
 0.15868917 0.12931023 0.12481846 0.1230061  0.12078598 0.11503426
 0.11365699 0.11326187 0.10281067 0.09777622 0.09542969 0.09253442
 0.09202741 0.09092378]","['早餐', '服務', '飯店', '人員', '我們', '地點', '房間', '餐廳', '用餐', '嬰兒', '提供', '不錯', '餐點', '微波', '幫忙', '客人', '位置', '補充', '沒有', '好吃']","[0.270896   0.2659067  0.23636151 0.20563072 0.17763338 0.16603014
 0.14754207 0.13876183 0.11850509 0.11833044 0.11171463 0.10932251
 0.10927139 0.10800503 0.10543593 0.10303167 0.099269   0.09625931
 0.09016854 0.08697061]"
薆悅酒店野柳渡假館 (Inhouse Hotel Yehliu)_早餐,"['親子', '小孩', '飯店', '遊戲區', '好吃', '遊戲室', '早餐', '兒童', '遊樂', '房間', '餐廳', '設施', '孩子', '餐點', '海鮮', '人員', '推薦', '咖啡廳', '新鮮', '不錯']","[0.2386112  0.22367821 0.21629926 0.18497066 0.16616769 0.16325467
 0.16205586 0.15411997 0.14428272 0.14352324 0.14333551 0.14077975
 0.13918987 0.12961588 0.12258035 0.1213821  0.11752791 0.11283989
 0.11126477 0.11085584]","['公園', '親子', '飯店', '野柳', '地質', '兒童', '小孩', '海洋', '遊戲室', '房間', '餐廳', '海鮮', '早餐', '晚餐', '孩子', '設施', '遊戲', '世界', '遊戲區', '適合']","[0.28698602 0.28645706 0.26271936 0.23949143 0.22174271 0.2046962
 0.20109698 0.17909988 0.15732487 0.14306653 0.13548822 0.12983525
 0.124983   0.12001434 0.1173526  0.11533946 0.1073583  0.10234279
 0.10234279 0.08684698]","['檸檬', '飯店', '早餐', '親子', '小孩', '餐廳', '水果', '兒童', '沒有', '人員', '提供', '服務', '選擇', '設施', '海洋', '房間', '霓虹', '位子', '晚餐', '排隊']","[0.35217623 0.30152516 0.19515142 0.19474609 0.18667736 0.15734912
 0.14902034 0.13710713 0.12630475 0.11727339 0.11496909 0.10642065
 0.10401168 0.09791316 0.09631177 0.09378369 0.08645111 0.08549881
 0.08036514 0.07871828]"
趣旅館 - 林森館 (Hotel Fun - Linsen)_早餐,"['早餐', '按摩椅', '好吃', '寶雅', '乾淨', '提供', '免費', '背包客', '旅館', '房間', '入住', '撞球', '豐盛', '飲料', '二樓', '販賣機', '住宿', '交誼廳', '捷運站', '地點']","[0.38169263 0.25413746 0.1674225  0.15883591 0.15328748 0.14174812
 0.1398947  0.13215661 0.12940865 0.12548546 0.11769428 0.11627591
 0.11159077 0.10952699 0.10927867 0.10927867 0.10423186 0.10363072
 0.0927709  0.09068134]","['早餐', '按摩椅', '房間', '不錯', '旅館', '免費', '好吃', '寶雅', '捷運站', '乾淨', '販賣機', '公共', '青旅', '菜色', '住宿', '交誼廳', '泡麵', '價格', '二樓', '空間']","[0.45353357 0.43810508 0.19441585 0.1636605  0.15981477 0.13924151
 0.13347021 0.13143152 0.12071824 0.11563755 0.09487988 0.09326963
 0.0916108  0.08875457 0.08672816 0.0831956  0.08041158 0.07949005
 0.07883125 0.07832088]","['早餐', '按摩椅', '沒有', '背包', '餐廳', '免費', '廚房', '回收', '選擇', '置物櫃', '便利', '出餐', '座位區', '店家', '環保', '餐點', '應該', '剩下', '美味', '空間']","[0.30857284 0.3039257  0.24025587 0.15196285 0.13865013 0.13753998
 0.12807517 0.11723369 0.10819932 0.10791809 0.10428071 0.10130857
 0.10130857 0.10130857 0.10130857 0.09826508 0.09348979 0.08538345
 0.08267737 0.08135198]"
台北老爺大酒店 (Hotel Royal Nikko Taipei)_房間,"['服務', '房間', '環境', '飯店', '超棒', '乾淨', '隔開', '舒適', '我們', '擺放', '行李', '貼心', '蛋糕', '人員', '浴室', '不過', '整潔', '行程', '消毒鍋', '導致']","[0.30472861 0.22547644 0.19214885 0.14730605 0.14166467 0.13771601
 0.13075496 0.1193336  0.11930016 0.11873169 0.1183288  0.1166639
 0.11416065 0.11237236 0.10939284 0.10505197 0.10388507 0.10358415
 0.10358415 0.10075792]","['房間', '服務', '飯店', '人員', '老爺', '親切', '舒適', '不錯', '乾淨', '整潔', '浴室', '位置', '用心', '整體', '空間', '父母', '早餐', '住宿', '環境', '感謝']","[0.38223124 0.34503296 0.18565292 0.1458987  0.14200839 0.13884322
 0.13693618 0.12920281 0.11411348 0.10270213 0.10061845 0.09934256
 0.09789328 0.09518626 0.08910925 0.08887399 0.08122315 0.07987944
 0.07972084 0.07914126]","['酒店', '老爺', '入住', '體驗', '髮油', '清淨機', '房間', '時間', '必須', '房型', '還是', '空氣', '選擇', '地板', '房卡', '腳印', '踏來', '十足', '毫無疑問', '角邊房']","[0.35448223 0.27550319 0.21751709 0.20125548 0.15940534 0.13078064
 0.12381035 0.10918552 0.09444409 0.09320982 0.09320982 0.0925502
 0.08827266 0.08449568 0.08177746 0.07970267 0.07970267 0.07970267
 0.07970267 0.07970267]"
大倉久和大飯店 (The Okura Prestige Taipei Hotel)_房間,"['房間', '服務', '飯店', '乾淨', '入住', '舒適', '大倉', '親切', '舒服', '溫暖', '早餐', '住宿', '設施', '人員', '環境', '泳池', '設備', '電視', '優質', '好吃']","[0.4060757  0.24677227 0.23938583 0.22380114 0.19995314 0.18805143
 0.1545373  0.15148548 0.1477518  0.13576625 0.12759153 0.11805439
 0.1112477  0.11067599 0.10597898 0.10595257 0.1041782  0.09929521
 0.09294924 0.08619315]","['房間', '舒適', '服務', '飯店', '日式', '環境', '地點', '人員', '寬敞', '酒店', '早餐', '舒服', '客房', '入住', '菁英', '不錯', '乾淨', '鳳梨酥', '位置', '態度']","[0.41584451 0.27441673 0.25601615 0.22443952 0.20290116 0.12502847
 0.11351018 0.111475   0.11104676 0.10756499 0.10312086 0.09893999
 0.09717649 0.0940884  0.09292241 0.09005887 0.08948372 0.08822005
 0.08655654 0.08505626]","['房間', '黴味', '人員', '服務', '散發出', '送風', '上盒', '空調', '開到', '舒適', '沒有', '電話', '經驗', '服務生', '磁磚', '小時', '傳來', '入住', '飯店', '門房']","[0.36489252 0.1705116  0.1383267  0.13249928 0.13154336 0.13154336
 0.13154336 0.12346261 0.12109069 0.12012999 0.11794202 0.11551477
 0.11456043 0.10792188 0.10792188 0.10638928 0.10322173 0.09972107
 0.09937446 0.09580545]"
