name,good,good_tfidf,normal,normal_tfidf,bad,bad_tfidf
兄弟大飯店 (Brother Hotel)_設備,"['飯店', '設施', '人員', '實用', '房間', '服務', '設備', '親切', '乾淨', '交通', '餐廳', '質感', '溫暖', '優良', '品質', '值得', '隔音', '高級', '地點', '用品']","[0.42509661 0.27581222 0.21618984 0.20558193 0.20449978 0.19541944
 0.16649781 0.16352666 0.13909756 0.13774942 0.10892389 0.10348166
 0.09945004 0.09945004 0.09671967 0.0927682  0.09182609 0.08432648
 0.08359305 0.08084254]","['飯店', '服務', '房間', '捷運站', '設施', '人員', '設備', '交通', '老舊', '餐廳', '相當', '選擇', '單人房', '經濟', '這麼', '鄰近', '客房', '不錯', '熱心', '熱情']","[0.47393701 0.28623508 0.18753432 0.17551175 0.16613226 0.1528008
 0.14160416 0.12921398 0.11736237 0.11370765 0.10796219 0.10495882
 0.10094963 0.09032967 0.0885869  0.08524909 0.084361   0.08143962
 0.07857073 0.07737488]","['便利', '捷運站', '交通', '氣窗', '入住', '美妝店', '巨蛋', '歷史', '便利性', '外窗', '僅有', '老舊', '出門', '類似', '單人房', '商店', '整修', '設施', '週邊', '步行']","[0.32291103 0.26245555 0.24939251 0.22278291 0.22016044 0.20913841
 0.19855491 0.19855491 0.18990757 0.18990757 0.18990757 0.1866002
 0.17626307 0.17067672 0.16567957 0.16567957 0.15703222 0.15527408
 0.15323587 0.14338772]"
板橋凱撒大飯店 (Caesar Park Hotel Banqiao)_設備,"['泳池', '房間', '飯店', '設施', '板橋', '舒適', '乾淨', '設備', '車站', '無法', '游泳池', '希爾頓', '服務', '超美', '好玩', '完善', '樓層', '唯獨', '共用', '洗手台']","[0.38551038 0.26164309 0.2463462  0.22833564 0.19257345 0.17105715
 0.16450597 0.13783792 0.13385363 0.12850346 0.11694471 0.1134629
 0.11324681 0.1090947  0.1053108  0.10471657 0.10322499 0.10197316
 0.09898754 0.09898754]","['飯店', '房間', '泳池', '設施', '設備', '服務', '寬敞', '交通', '板橋', '電梯', '頂樓', '沒有', '位置', '共構', '乾淨', '車站', '不錯', '三鐵', '住宿', '舒適']","[0.40351289 0.28362057 0.24992411 0.21216904 0.19274161 0.15278551
 0.14953359 0.1340015  0.12886407 0.12803367 0.12472243 0.11977576
 0.11111624 0.10651634 0.0939878  0.09172347 0.08867991 0.08663927
 0.08354471 0.08354471]","['設施', '人員', '飯店', '高級', '房間', '服務', '整潔', '加強', '櫃檯', '寬敞', '老派', '有所值', '設備', '月份', '試賣', '噠噠', '大半', '睡不著覺', '閒雜', '機械音']","[0.30637654 0.27897236 0.26721984 0.20156993 0.16484211 0.1603319
 0.14016104 0.13747739 0.13616735 0.11646246 0.10611679 0.10611679
 0.10310804 0.09768456 0.09768456 0.09768456 0.09768456 0.09768456
 0.09768456 0.09768456]"
德立莊酒店 (Hotel Midtown Richardson)_設備,"['設備', '乾淨', '電梯', '服務', '缺乏', '綜合型', '設施', '裝潢', '房間', '迷宮', '吃飽', '營業', '有限', '一段', '飯店', '施工', '飲水機', '隱私', '隔音', '場所']","[0.20568247 0.19638134 0.19444975 0.19312855 0.18645496 0.18645496
 0.18584925 0.1847741  0.1837295  0.17701937 0.16930992 0.16930992
 0.16279168 0.16279168 0.15754246 0.15714532 0.15714532 0.15216488
 0.15124936 0.14770973]","['聲音', '房間', '嗶嗶', '感測', '設備', '電燈', '新穎', '睡眠', '便利', '發出', '水聲', '飯店', '隔音', '位置', '地點', '設施', '插座孔', '品質', '廁所', '檯燈']","[0.31799932 0.2782526  0.17386257 0.17386257 0.17190333 0.15495474
 0.15137814 0.13348566 0.13126563 0.12929841 0.12929841 0.12785461
 0.12682872 0.12162628 0.11962546 0.11951392 0.11590838 0.11349391
 0.11033071 0.10880949]","['房間', '設施', '屋頂', '電腦', '燈光', '維修', '入住', '吸引力', '數量', '暖氣', '住客', '應該', '遺失', '操作', '同時', '電燈', '手續', '人員', '廁所', '沒有']","[0.22891478 0.20364012 0.18679615 0.17960471 0.1711363  0.15072528
 0.14436891 0.13714128 0.13302132 0.13020122 0.12835223 0.12655701
 0.11973647 0.11192026 0.11192026 0.1086434  0.1086434  0.10430174
 0.10192873 0.10163565]"
OwlStay Flip Flop Hostel Garden_設備,"['衛浴', '旅館', '共用', '公共', '床位', '乾淨', '設備', '空間', '整潔', '風格', '舒適', '環境', '個人', '下舖', '觀感', '電信', '乾燥', '影片', '年輕', '鎖櫃']","[0.29918518 0.24932098 0.23323859 0.18059391 0.16542514 0.15504634
 0.14434643 0.13648613 0.12475529 0.12246668 0.11942282 0.1153755
 0.10659007 0.1045423  0.1045423  0.1045423  0.1045423  0.1045423
 0.1045423  0.1045423 ]","['預點', '供應', '一點點', '公共', '設施', '共共', '黑蟻', '老宅', '獨立式', '電座', '規畫', '更改', '小吃店', '展覽', '改建', '員工', '衛浴', '貴重', '廚房', '日後']","[0.31838998 0.26200746 0.20492243 0.20000963 0.16414703 0.15919499
 0.15919499 0.15919499 0.15919499 0.15919499 0.15919499 0.15919499
 0.15919499 0.14188228 0.14188228 0.13639106 0.13635284 0.13570311
 0.13047869 0.13047869]","['一下子', '看見', '真美', '真的', '真棒', '真心', '真實', '看錯', '看過', '看近', '看起來', '看完', '相當', '看出來', '看來', '看似', '看不到', '看不了', '省錢', '相關']",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
"台北時代寓所 (Hotel Resonance Taipei, Tapestry Collection by Hilton)_設備","['設備', '飯店', '新穎', '乾淨', '遮光', '房間', '便利', '環境', '住宿', '處理', '整潔度', '特色', '硬體', '服務', '電影', '優秀', '隔音', '完善', '危機', '掉落']","[0.3030833  0.25794069 0.18854075 0.16880361 0.16632437 0.15792846
 0.13998028 0.13458512 0.13117996 0.13112827 0.12558148 0.12558148
 0.12558148 0.11857687 0.11844295 0.11844295 0.11143671 0.10233547
 0.09755858 0.09755858]","['螢幕', '電視', '設備', '蛋糕', '滿分', '乾淨', '手機', '房間', '入住', '漂亮', '照顧到', '巴克', '性化', '先進', '附帶星', '鏡面', '飯店', '投放', '刀叉盤子', '點數']","[0.23199751 0.19209048 0.18326133 0.17877399 0.17877399 0.14894146
 0.13996658 0.13483514 0.12528459 0.12426192 0.12356668 0.12356668
 0.12356668 0.12356668 0.12356668 0.12356668 0.12115754 0.11599875
 0.11599875 0.11599875]","['一下子', '看見', '真美', '真的', '真棒', '真心', '真實', '看錯', '看過', '看近', '看起來', '看完', '相當', '看出來', '看來', '看似', '看不到', '看不了', '省錢', '相關']",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
台北花園大酒店 (Taipei Garden Hotel)_設備,"['房間', '設備', '服務', '柑仔店', '泡澡', '設施', '舒服', '驚艷', '想像', '風景', '之上', '景觀', '品質', '地方', '超所值', '員工', '飯店', '樓層', '犀聲', '可惜']","[0.26969601 0.25617515 0.2319487  0.19905216 0.19673332 0.16533793
 0.16312463 0.1425003  0.1425003  0.13647247 0.13373577 0.13373577
 0.1275547  0.12621382 0.11816909 0.11520925 0.11212419 0.10962638
 0.10601931 0.10113738]","['設備', '飯店', '服務', '智能', '整体', '舒適', '房間', '智慧', '不論', '設施棒', '慢慢', '走道', '乾淨', '開放', '人員', '入住', '樣式', '不錯', '抵達', '新穎']","[0.26190412 0.21643721 0.20761035 0.20293481 0.19183641 0.19157092
 0.17342715 0.1657772  0.15790437 0.15738801 0.14473817 0.12774556
 0.12771395 0.12634582 0.12560573 0.11190491 0.10168635 0.10041783
 0.10001516 0.09884266]","['飯店', '整修', '設備', '房間', '舒適', '五星級', '改善', '客房', '窩在', '人員', '食材', '距離', '相較', '男生', '水果', '名字', '支撐力', '空間', '汽車', '滿意']","[0.31501645 0.2705678  0.27011243 0.23134143 0.22848682 0.20738217
 0.18545944 0.17424727 0.17105587 0.16443555 0.16360614 0.15559381
 0.15185135 0.15185135 0.14703869 0.14703869 0.14703869 0.14468153
 0.14273362 0.13904338]"
福容大飯店 - 福隆 (Fullon Hotel Fulong)_設備,"['海灘', '飯店', '戶外', '福隆', '設施', '下雨', '剛好', '家庭', '遊回', '玩到', '租借桌', '盡興', '沙雕展', '配套', '新開', '飲料', '旅遊', '海水', '溫泉', '度假']","[0.29145881 0.2712017  0.24761885 0.24761885 0.21328697 0.18034536
 0.13588001 0.13351234 0.12380943 0.12380943 0.12380943 0.11397131
 0.11397131 0.11397131 0.11397131 0.10735615 0.10735615 0.10699105
 0.10699105 0.10699105]","['沙灘', '設施', '度假', '飯店', '粵樓', '浴場', '親子', '海灘', '海水', '房間', '家庭', '設備', '餐廳', '兒童', '服務', '環境', '泳池', '宜人', '設施到', '置身']","[0.34222588 0.25872363 0.25666941 0.19682103 0.18844056 0.18844056
 0.17636386 0.17111294 0.16452528 0.15332826 0.15139809 0.14885448
 0.12749828 0.11966096 0.11799636 0.11268868 0.10528176 0.10036735
 0.10036735 0.10036735]","['福隆', '溫泉', '海景', '設施', '系統', '真的', '超美', '擁有', '中秋', '傷心', '前夕', '裸湯', '海水', '無處可去', '連假', '浴場', '打氣機', '空調', '出風', '引擎']","[0.24926948 0.24926948 0.22128389 0.19493393 0.17640179 0.16474576
 0.15191425 0.15191425 0.15191425 0.15191425 0.15191425 0.15191425
 0.15191425 0.15191425 0.15191425 0.15191425 0.15191425 0.14258211
 0.13984288 0.13984288]"
大倉久和大飯店 (The Okura Prestige Taipei Hotel)_設備,"['設施', '服務', '設備', '房間', '親切', '乾淨', '軟硬體', '游泳池', '公共', '態度', '完整', '飯店', '溫暖', '環境', '人員', '高級', '心目中', '新穎', '飛機', '依舊']","[0.36176628 0.30544789 0.26691519 0.24587754 0.19661407 0.1911338
 0.18147267 0.16984252 0.16697072 0.16682199 0.12991525 0.12777729
 0.11957241 0.1066721  0.10397317 0.1013888  0.09665611 0.09339832
 0.09073633 0.09073633]","['服務', '設備', '房間', '設施', '飯店', '大倉久和', '成人', '舒適', '休憩', '軟硬體', '新穎', '生日', '態度', '城市', '品質', '餐點', '完整', '乾淨', '人員', '高級']","[0.44192201 0.343383   0.28534045 0.16851761 0.16024729 0.14566004
 0.13931634 0.13789671 0.13395282 0.12930672 0.12196969 0.11241396
 0.10802792 0.1074349  0.10668617 0.10618737 0.1010912  0.09849765
 0.09687171 0.08966122]","['服務', '服務生', '設施', '門房', '硬體', '房務', '沒有', '專業', '體驗', '充氣', '地點', '便利', '好吃', '翻爛', '失禮', '解說本', '稀釋', '龜裂', '磁磚', '支援']","[0.30264705 0.24650881 0.24096877 0.21883316 0.21759836 0.21449889
 0.15394069 0.15173881 0.15173881 0.13829411 0.13666619 0.13363291
 0.13363291 0.12982419 0.12982419 0.12982419 0.12982419 0.12982419
 0.1232544  0.1232544 ]"
西門日記 - 六福館 (Diary of Ximen Hotel II-Liu Fu Branch)_設備,"['一下子', '知名', '短期', '硬件', '硬度', '硬要', '硬適', '硬適中', '硬體', '碗盤', '碰到', '確定', '確實', '確認', '磁卡', '磁磚', '礦泉水', '祝好', '祝賀', '神奇']",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['房間', '便宜', '凹陷', '抽水', '踏板', '排水管處', '齊備', '設備', '黴菌', '遊樂場', '邊角', '馬達', '昏暗', '老舊', '複雜', '外窗', '有點', '水聲', '漏水', '聲音']","[0.25729297 0.2034793  0.19649204 0.19649204 0.19649204 0.19649204
 0.19649204 0.1942778  0.17512322 0.17512322 0.16749636 0.16749636
 0.16104794 0.1610186  0.15546206 0.15053497 0.14816913 0.14612754
 0.14612754 0.1437557 ]","['複雜', '設施', '修理', '場所', '總算', '衣機', '飲料機', '地墊', '日間', '遙控器', '異聲', '乾衣', '娛樂', '齊全', '較為', '房間', '隔音', '網路', '豐盛', '自助']","[0.339453   0.23860026 0.22822466 0.22822466 0.22822466 0.21424687
 0.20340486 0.20340486 0.20340486 0.20340486 0.19454629 0.19454629
 0.19454629 0.18056851 0.1697265  0.16505475 0.15756021 0.14116735
 0.13854035 0.13367754]"
台北凱撒大飯店 (Caesar Park Hotel)_設備,"['一下子', '知名', '短期', '硬件', '硬度', '硬要', '硬適', '硬適中', '硬體', '碗盤', '碰到', '確定', '確實', '確認', '磁卡', '磁磚', '礦泉水', '祝好', '祝賀', '神奇']",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['新增', '房間', '老舊', '水壺', '食肆臨立', '頭皮', '設備', '位置', '對面', '車站', '畫質', '硬體', '連接', '風量', '清晰', '各樣', '地下街', '面積', '工具', '硬度']","[0.35014854 0.25722105 0.24146039 0.19643712 0.19643712 0.19643712
 0.19422349 0.18322454 0.18051325 0.16637162 0.16100292 0.15590292
 0.15049289 0.15049289 0.15049289 0.15049289 0.14210079 0.13846196
 0.13846196 0.13511455]","['設備', '房間', '老舊', '設施', '電視', '酒店', '電梯', '出口', '衛浴', '感應', '變化', '等級', '台北', '一樣', '優勢', '不用', '平價', '商務', '大廳', '期待']","[0.31180091 0.24924302 0.24742353 0.23162229 0.1807491  0.17840233
 0.14459928 0.13973482 0.13206935 0.13163747 0.12590447 0.11315485
 0.10844946 0.1070414  0.10684488 0.09926167 0.09506286 0.09315655
 0.09176945 0.08965912]"
Hotel PaPa Whale_設備,"['風格', '工業', '工業風', '房間', '設計', '內部', '設備', '潔凈', '通訊', '電子', '聯絡', '收訊', '不會', '電視機', '不失', '單一', '附帶', '機能性', '訊號', '便宜']","[0.25121578 0.24373629 0.23435271 0.2314327  0.20457276 0.17044718
 0.14804886 0.14296502 0.14296502 0.14296502 0.14296502 0.14296502
 0.14183678 0.13420903 0.13420903 0.13420903 0.13420903 0.12741735
 0.12741735 0.12385107]","['房間', '特色', '工業', '空間', '訊號', '公共', '風格', '裝潢', '設計', '酒店', '設施', '五樓', '路程', '設備', '飯店', '火鍋', '工業風', '電視', '拍照', '沒有']","[0.32034233 0.1929818  0.18768704 0.15789727 0.1551961  0.15368196
 0.14966054 0.13831412 0.13423715 0.13292411 0.13243242 0.13082218
 0.12896438 0.12698981 0.12593305 0.11613472 0.11613472 0.1140925
 0.11245404 0.11068668]","['設備', '設定', '房間', '小床', '設施', '簡單', '照片', '價格', '落成', '路徑', '無耐', '國際', '風感', '抽水聲', '蜘蛛網', '衞浴', '殷勤', '太過', '禮數', '何處']","[0.25685292 0.22843876 0.20531946 0.18096932 0.16960356 0.15996376
 0.14012243 0.13485236 0.12167122 0.12167122 0.12167122 0.12167122
 0.12167122 0.12167122 0.12167122 0.12167122 0.12167122 0.11421938
 0.11421938 0.11421938]"
怡品商旅 (Eastin-Taipei Hotel)_設備,"['衛浴', '單人房', '整潔', '優越', '附有', '共用', '設備', '住宿', '健身房', '乾淨', '風機', '單人', '地理', '公共', '生活', '聲音', '電視', '笑鬧', '跑步', '聲響']","[0.24801619 0.21459179 0.1861536  0.16455941 0.15934399 0.15467864
 0.14359102 0.1398348  0.1311825  0.1285291  0.12625744 0.12398618
 0.12380415 0.11976586 0.11779755 0.11410542 0.1075334  0.10399519
 0.10399519 0.10399519]","['設備', '房間', '東區', '共用', '發生', '改善', '衛浴', '通訊', '狀況', '平實', '過多', '住宿', '乾淨', '潔淨', '點心', '有時', '淋浴', '簡單', '更換', '樓層']","[0.24571871 0.21694604 0.20114651 0.17977653 0.15674463 0.14352869
 0.14190691 0.14123072 0.14075149 0.1269291  0.12321281 0.11982136
 0.11982136 0.11678194 0.11678194 0.11395866 0.10889148 0.10524119
 0.10449642 0.10294047]","['一下子', '看見', '真美', '真的', '真棒', '真心', '真實', '看錯', '看過', '看近', '看起來', '看完', '相當', '看出來', '看來', '看似', '看不到', '看不了', '省錢', '相關']",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
臺北摩莎精品旅店 (Taipei M Hotel - Main Station)_設備,"['空間感', '異味', '走道', '整齊', '高級', '電梯', '大廳', '體驗', '沒有', '舒適', '環境', '乾淨', '房間', '看似', '碗盤', '看完', '碰到', '確定', '確實', '確認']","[0.50894254 0.402669   0.402669   0.28824496 0.26693126 0.24912891
 0.23970117 0.19576874 0.18435286 0.14534631 0.14042043 0.12580183
 0.11769706 0.         0.         0.         0.         0.
 0.         0.        ]","['房間', '設備', '洗衣', '服務', '空調', '車站', '沒有', '乾淨', '頂樓', '台北會', '空間', '設施', '有點', '吸菸房', '窗戶', '簡陋', '居多', '茶水', '飲料', '不錯']","[0.2928839  0.24879593 0.21161013 0.18407158 0.15606046 0.14207888
 0.14055428 0.13480213 0.12879599 0.12149006 0.12030247 0.1153151
 0.11244342 0.11183624 0.10534501 0.10498675 0.10498675 0.10498675
 0.10404031 0.10175142]","['設備', '設施', '隔音', '房間', '汰換', '電信', '霉味', '維護', '訊號', '中華', '北車', '藉口', '肥皂', '公車', '八樓', '車站', '備品', '門口', '飯店', '服務']","[0.27082742 0.24589279 0.22142162 0.18556303 0.18065051 0.17150865
 0.13457262 0.13236277 0.12932667 0.12829095 0.12043368 0.12043368
 0.1143391  0.1143391  0.1143391  0.11271537 0.10724479 0.10557237
 0.10528344 0.10528344]"
富裕自由商旅 - 忠孝館 (RF Hotel)_設備,"['階層', '位居', '精華區', '裝上去', '小資', '硬要', '外國人', '景點', '人士', '好像', '住宿', '玩樂', '改善', '週邊', '便捷', '日式', '空間', '水壓', '整理', '設施']","[0.22329233 0.22329233 0.22329233 0.22329233 0.22329233 0.22329233
 0.22329233 0.19034181 0.19034181 0.18301387 0.18014701 0.171067
 0.171067   0.1615276  0.1573913  0.15006335 0.14576064 0.1437156
 0.1437156  0.13929045]","['房間', '齊全', '設備', '國安局', '吵鬧聲', '愛心房', '窗戶', '對外', '位置', '華山文', '中等', '創近', '忠孝敦化站', '污痕', '號房', '方便性', '障礙', '轉角', '原訂', '空間']","[0.31972949 0.23818729 0.20118551 0.16278279 0.16278279 0.16278279
 0.1533345  0.15281304 0.15183384 0.1450799  0.1450799  0.1450799
 0.13876147 0.13876147 0.13876147 0.13341931 0.13341931 0.13341931
 0.13341931 0.13132933]","['客氣', '設施', '房間', '陰暗', '度可', '無菸房', '設計', '達到', '人員', '老舊', '服務', '還可以', '狹小', '並非', '圖片', '噪音', '交通', '控制', '水溫', '過於']","[0.26330495 0.26035697 0.22513153 0.18677645 0.18677645 0.18677645
 0.17375656 0.16646422 0.16002161 0.15644164 0.15328024 0.15308489
 0.15308489 0.14309174 0.14309174 0.14309174 0.13939025 0.13890223
 0.13511236 0.13165248]"
國聯大飯店 (United Hotel)_設備,"['飯店', '完備', '國際級', '服務', '東區', '設備', '無論', '加分', '超近', '質感', '設施', '價格', '旅店', '種類', '親切', '飲食', '無可', '一流', '交通', '超所值']","[0.30695082 0.24740863 0.21584477 0.21166068 0.20457914 0.20037265
 0.19963331 0.1868033  0.1868033  0.1868033  0.18105144 0.18105144
 0.1795255  0.17301528 0.16868315 0.16712608 0.16712608 0.16712608
 0.16577525 0.16174966]","['房間', '老舊', '設施', '設備', '飯店', '地點', '服務', '電視', '舒適', '插座', '位置', '交通', '頻道', '歷史', '充電', '不錯', '歲月', '捷運站', '浴室', '畫面']","[0.26832372 0.26762543 0.2674144  0.2089384  0.18836336 0.16742767
 0.16261328 0.14932133 0.14819773 0.14530402 0.14334992 0.12875508
 0.10832889 0.10570997 0.10102785 0.09613201 0.09447325 0.0941707
 0.09333708 0.08830617]","['老舊', '設備', '房間', '設施', '飯店', '浴室', '位置', '冷氣', '交通', '不錯', '有點', '地點', '建築物', '人員', '控制', '有待', '表現', '服務', '更換', '插座']","[0.48646421 0.35232059 0.25105576 0.19541944 0.16435642 0.16235877
 0.15953075 0.15091904 0.14946273 0.12162966 0.12077764 0.11874937
 0.11280435 0.09151197 0.08936367 0.08481025 0.08469949 0.07669966
 0.07578906 0.07578906]"
城市商旅站前館 (City Suites - Main station)_設備,"['連鎖', '代買', '伴手禮', '按摩', '自助式', '預約', '旅店', '辦理', '舒適', '熱心', '車站', '新穎', '房間', '齊全', '機會', '感覺', '提供', '設施', '入住', '交通']","[0.37238208 0.33188494 0.29462407 0.28528649 0.25613407 0.25613407
 0.23033529 0.23033529 0.21269341 0.2042922  0.18723864 0.17991548
 0.17223272 0.16903847 0.149341   0.14035654 0.12380692 0.11614655
 0.11307735 0.10634671]","['齊全', '供應', '運轉', '滿清楚', '採購', '品嚐', '房間', '訪客', '談話聲', '北門站', '起來', '寧夏', '偶爾', '清淨機', '隨時', '空氣', '客服', '走到', '房門', '一點點']","[0.24550214 0.24545785 0.21000801 0.21000801 0.19938051 0.19938051
 0.19528803 0.1906972  0.1906972  0.1906972  0.18946964 0.18335558
 0.1713864  0.1713864  0.15768516 0.14705766 0.14705766 0.14398393
 0.14398393 0.14398393]","['一下子', '看見', '真美', '真的', '真棒', '真心', '真實', '看錯', '看過', '看近', '看起來', '看完', '相當', '看出來', '看來', '看似', '看不到', '看不了', '省錢', '相關']",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
薆悅酒店野柳渡假館 (Inhouse Hotel Yehliu)_設備,"['遊樂', '設施', '親子', '小孩', '兒童', '飯店', '適合', '地質', '野柳', '公園', '房間', '羽球', '遊樂館', '更新', '海洋', '乾淨', '不亦', '世界', '樂乎', '遊戲區']","[0.44350123 0.42781626 0.333387   0.24108891 0.17226884 0.15006429
 0.12867206 0.1264625  0.1264625  0.12095488 0.1203182  0.09459578
 0.08880219 0.08430833 0.08430833 0.08183856 0.08063659 0.08063659
 0.08063659 0.07753217]","['親子', '設施', '遊樂', '飯店', '野柳', '小孩', '公園', '房間', '小朋友', '兒童', '世界', '海洋', '地質', '旅遊', '服務', '餐廳', '孩子', '開心', '適合', '設備']","[0.43763124 0.36979183 0.34591179 0.25640679 0.17833265 0.17327401
 0.16027393 0.15001406 0.13767409 0.12470978 0.12247646 0.12247646
 0.12247646 0.11736134 0.09135281 0.08542142 0.08426347 0.08327821
 0.08314575 0.08126122]","['設施', '遊樂', '青少年', '親子館', '游泳池', '沒有', '房間', '兒童', '偏差', '遊戲', '設備', '小孩', '野柳', '施工', '欠佳', '酒店', '人員', '冷氣', '隔音', '維護']","[0.48590926 0.27210028 0.21638553 0.18699155 0.16751026 0.14781842
 0.14405738 0.14040318 0.1327941  0.11835253 0.11680574 0.11469905
 0.11319811 0.10173519 0.09875654 0.09623871 0.09480998 0.09381482
 0.09167751 0.09133923]"
趣旅館 - 林森館 (Hotel Fun - Linsen)_設備,"['設施', '按摩椅', '齊全', '撞球台', '座椅', '設備', '國小', '洗衣機', '中山', '乾淨', '完善', '捷運站', '有手', '背包客旅店', '貴重', '足球台', '豆腐頭', '飲料', '撞球檯', '遙控器']","[0.27353077 0.26954428 0.24880864 0.20581669 0.19540129 0.18920067
 0.17969618 0.16796589 0.15859942 0.13548364 0.11498981 0.11245147
 0.10962224 0.10962224 0.10962224 0.10962224 0.10962224 0.10325951
 0.10290834 0.10290834]","['按摩椅', '設施', '不錯', '早餐', '設備', '房間', '公共', '捷運站', '新穎', '空間', '撞球檯', '交誼廳', '電腦', '販賣機', '混亂', '床位', '地點', '多樣', '不過', '餐點']","[0.49964003 0.27196498 0.22664372 0.21551482 0.18834686 0.17908391
 0.17182847 0.16161726 0.15309998 0.14186372 0.11004714 0.10674113
 0.10674113 0.09274837 0.08980887 0.08980887 0.08065742 0.0788728
 0.07794943 0.07616545]","['環境', '開關', '燈光', '住宿', '堆放', '佔用', '優惠價', '台車', '臥室', '中山', '娛樂室', '系列', '休閒廳', '公用', '體現', '挪開', '偏重', '探索', '國小', '分館']","[0.22373085 0.21858944 0.19476966 0.18427487 0.16626294 0.16626294
 0.16626294 0.16626294 0.15608004 0.15608004 0.14818158 0.14818158
 0.14818158 0.14818158 0.14818158 0.14818158 0.14818158 0.14818158
 0.14818158 0.14818158]"
台北老爺大酒店 (Hotel Royal Nikko Taipei)_服務,"['服務', '飯店', '泊車', '貼心', '超棒', '停車位', '態度', '行李', '房間', '人員', '地點', '整潔', '消毒鍋', '親切', '到位', '溫馨', '好好', '舒適', '環境', '專業級']","[0.59116897 0.18083981 0.18038394 0.15913563 0.15459038 0.14379741
 0.13116597 0.12912532 0.12302464 0.1226254  0.11853739 0.11336372
 0.11303534 0.1104217  0.09991505 0.09782667 0.09586494 0.08681453
 0.08387233 0.08255727]","['服務', '親切', '飯店', '人員', '房間', '機靈', '用心', '交通', '老爺', '便利', '乾淨', '精神', '態度', '感謝', '重視', '地點', '老牌', '年輕', '日系', '用品']","[0.66447941 0.24221392 0.19792306 0.19143558 0.15418677 0.10964164
 0.10436322 0.10406891 0.10092932 0.10001419 0.09732436 0.09474783
 0.09339847 0.08437184 0.08272324 0.08101803 0.07985403 0.07985403
 0.07732319 0.07410781]","['酒店', '員工', '服務', '惜字', '打牆', '言語', '重覆', '制式化', '疲乏', '西門町', '简直天同地分别', '受氣', '老牌', '餅店', '蛋糕', '只可以', '尊豪', '下流', '老爺', '薆悅']","[0.37091779 0.21818139 0.16800827 0.16679617 0.16679617 0.16679617
 0.16679617 0.16679617 0.16679617 0.16106033 0.15354225 0.15354225
 0.15354225 0.15354225 0.15354225 0.15354225 0.15354225 0.15354225
 0.14413844 0.14413844]"
台北凱達大飯店 (Caesar Metro Taipei)_服務,"['服務', '飯店', '停車塔', '入住', '親切', '人員', '取車', '禮貌', '乾淨', '設備', '超棒', '停車', '房間', '員工', '星級', '住宿', '行李', '龍山寺', '艋舺', '舒適']","[0.44378057 0.32178582 0.22231367 0.19798515 0.17683564 0.16364945
 0.14820911 0.13678436 0.12892999 0.1200324  0.11368006 0.11168904
 0.11057172 0.11021322 0.10965972 0.10520322 0.0984708  0.08969213
 0.08693297 0.0868936 ]","['服務', '人員', '飯店', '櫃檯', '態度', '入住', '櫃台', '房間', '員工', '不錯', '舒適', '乾淨', '捷運站', '停車塔', '收現金', '辦理', '電話', '問題', '親切', '萬華']","[0.41351415 0.29260699 0.24201842 0.18814804 0.17946775 0.16423471
 0.14097178 0.13467007 0.13217092 0.11228644 0.10413138 0.10413138
 0.10398016 0.10115319 0.10055156 0.09308235 0.08737202 0.08684499
 0.08227135 0.07890255]","['態度', '服務', '員工', '飯店', '人員', '櫃檯', '我們', '客人', '問卷', '入住', '房間', '沒有', '真的', '問題', '工作', '事情', '食物', '辦理', '這樣', '電話']","[0.25113725 0.24054408 0.22597624 0.22007225 0.21906508 0.2151568
 0.20979891 0.16955258 0.16259314 0.14791133 0.14432721 0.13016188
 0.11755109 0.11375446 0.11288649 0.1082722  0.10596124 0.09257969
 0.09039279 0.0892382 ]"
